name	postindex	address	contact	latitude	longitude	unk1	unk2	image_url	unk3	unk4
Павлово-Посадский ГПО ПЧ-110 ФГКУ «23 ОФПС поМО» 	54335	г.о. Электрогорск, ул. Святого Константина д.8 <br />	8-903-562-78-28 (Кондрашов Евгений Викторович подполковник внутренней службы  начальник 110 ПЧ «23 ОФПС по МО»)	55.886342	38.780244	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Каширский ГПО, ПЧ-104	54337	г. Кашира, ул. Советская, д.33а	8(926)270-09-59 (Бакштеев Олег Анатольевич, капитан внутренней службы, заместитель начальника ПЧ-104)	54.836534	38.151163	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Коломенский гарнизон пожарной охраны 32 пожарная часть	54339	г. Коломна, ул. III-го Интернационала д.12а	8-926-399-18-90 (Майор в\с Осипов Роман Сергеевич, начальник ПЧ-32)	55.080421	38.797698	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть №6 ФГКУ «5 отряд ФПС по Чувашской Республике – Чувашии»	53096	г.Чебоксары,  ул. Николаева, д.20	(Начальник пожарной части №6 ФКУ «5 отряд ФПС по Чувашской Республике – Чувашии» капитан внутренней службы Васильев Евгений Николаевич)	56.122329	47.274974	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Луховицкий гарнизон пожарной охраны 89 пожарная часть	54341	Луховицкий р-он, д. Ларино	8-916-230-50-43 (Подполковник в\с Тюренков Михаил Иванович, начальник ПЧ-89)	54.923823	39.059818	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1 ФГКУ «1 ОФПС по РС (Я)»	54364	г.Алдан, ул. 10 лет Якутии, 40<br />	8(41145)32-0-93, 37-12-4 (Инспектор ОС и П, капитан в/с, Флусов Евгений Владимирович)	58.609601	125.393001	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
15 специализированная часть ФГКУ &quot;3 отряд ФПС&quot;	53098	г. Киров, ул. Щорса, 101 	70-38-29 (Начальник части А.В. Мальцев)	58.578236	49.592977	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-2 ФГКУ «1 ОФПС по РС (Я)»	54367	г.Томмот, ул. Укуланская,93<br />	8(41145)41-5-93, 41-2-66 (Начальник части, майор в/с, Щербаков Сергей Викторович)	58.955607	126.270574	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2-ПЧ ФГКУ «21-ОФПС по Хабаровскому краю»	54396	г. Хабаровск, ул. Волочаевская, 5<br />	8(4212) 48-71-35 (Воронцов Константин Михайлович )	48.458742	135.098166	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
98-ПЧ ФГКУ «8-ОФПС по Хабаровскому краю»	54398	г. Комсомольск-на -Амуре, ул. Севостопольская,27<br />	8(4217) 54-28-31 (Халиков Эдуард Рафаилович )	50.544400	137.015000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГБОУ ДПО Хабаровский учебный центр ФПС	54401	г. Хабаровск, ул. Орджоникидзе, 4<br />	8(4212)57-35-55 (Капитан в/с, Горбунова О.А)	48.493307	135.042820	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
26 ПЧ ФГКУ «6 отряд ФПС по Приморскому краю»	54407	г. Партизанск, ул. М.Горького, 1<br />	8(42363)6-23-97 (Зам.начальника части, старший лейтенант в/с, Горпенко Семен Александрович)	43.118800	133.126004	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ-55 ФГКУ «22 ОФПС по РБ»	53108	г. Уфа, ул. Б. Бикбая, 11 	8 (347) 291 84 33 (Начальник части подполковник в/с Алексеев Юрий Иванович)	54.738437	55.983161	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1 ФГКУ «2 ОФПС по РС (Я)»	54370	г.Ленск, ул. Победы,69	8(41137)24-8-31 (Психолог группы КВР, старший лейтенант в/с, Юркина Надежда Константиновна)	58.596201	125.373004	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №2	53127	г.Горно-Алтайск, ул. им.Павла Кучияк, 9	8 (388-22)-2-41-78 (Начальник ПЧ №2 - капитан вн.сл. Титов Семен Михайлович)	51.961101	85.966904	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1 ФГКУ «4 ОФПС по РС (Я)»	54379	г. Нерюнгри, ул. Строителей, 21	8 (41147)68-9-01 (Зам. начальника ПЧ, лейтенант в/с. Лиханов Олег Леонидович)	56.661398	124.741004	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
84 ПЧ ФГКУ «6 отряд ФПС по Приморскому краю»	54411	г.Партизанск, с. Углекаменск, ул. Калинина, 32 Б<br />	8(42363)6-11-44 (Зам.начальника части, старший лейтенант в/с, Юлин Александр Юрьевич)	43.114483	133.137907	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №1	53136	г.Иркутск, ул. Академическая, 13	Начальник ОФПС-2 подполковник внутренней службы Федосеенко Вячеслав Сергеевич	52.236701	104.293003	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2 специализированная часть по тушению крупных пожаров ФГКУ «ОФПС по Смоленской области»	53659	г. Смоленск, ул. Шевченко, д. 95	8-920-662-38-38 (подполковник внутренней службы Петров Николай Александрович)	54.788216	32.094577	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 19  Федерального государственного казенного учреждения «5 ОФПС по Владимирской области»	53676	г. Гусь-Хрустальный, ул. Интернациональная, д. 112<br />	8-904-599-33-50 (Заместитель начальника ФГКУ «5 ОФПС по Владимирской области» подполковник вн. сл. Чупилко В.А.)	55.612299	40.667901	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 14  Федерального государственного казенного учреждения «8 ОФПС по Владимирской области»	53682	г. Ковров, ул. Дегтярева, д. 61	8-920-626-18-32 (Заместитель начальника ФГКУ «8 ОФПС по Владимирской области» майор вн. сл. Телегин В.А.)	56.378100	41.314104	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 11 по охране г. Кинешма и Кинешемского района ФГКУ «2 отряд ФПС по Ивановской области»	53822	г. Кинешма, ул. Островского, д. 4	8-915-815-32-48 (Начальник части, майор внутренней службы Мишагин Сергей Ильич)	57.444099	42.152403	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 4 ФГКУ «13-й Отряд ФПС по Тверской области»	53828	г.Тверь, ул.Желябова, д.39	39-09-20 (подполковник вн. службы Орлов Алексей Александрович)	56.854399	35.914097	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 4 ФГКУ «13-й Отряд ФПС по Тверской области»	53832	г.Тверь, ул.Желябова, д.39	39-09-20 (подполковник вн. службы Орлов Алексей Александрович)	56.854399	35.914097	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 16 ФГКУ «2 ОФПС по Белгородской области»	53852	г.Алексеевка, ул.К.Маркса, 20	89517626633 (Путрин Игорь Алексеевич)	50.628698	38.689496	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-2 ФГКУ &quot;1 отряд ФПС по  Кемеровской области&quot;	53138	г. Кемерово, ул. Ворошилова, 9а	8 (3842) 46-38-05 (Начальник ПЧ-2 - майор вн. службы Белоусов Павел Александрович)	55.340942	86.157931	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1 ФГКУ «5 ОФПС по РС (Я)»	54382	г. Якутск, ул. Дзержинского, 35	8(4112)22-34-70 (Начальник части, майор в/с, Козлов Денис Олегович)	62.050901	129.738996	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
32 ПЧ  ФГКУ «7 отряд ФПС по Приморскому краю»	54428	г. Уссурийск, ул.Ленина, 143	8(42341)33-49-06 (Начальник части, капитан в/с, Маслянко П.Н)	43.802205	131.975810	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
33 ПЧ ФГКУ «7 отряд ФПС по Приморскому краю»	54431	г. Уссурийск, ул. Раковская, 2а	8(42341)38-19-58 (Начальник части, Конончук С.В)	43.792900	131.985000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СПЧ г. Иркутск	53157	г. Иркутск, ул. Байкальская, 275	Начальник СПЧ - подполковник внутренней службы Баскаков Павел Анатольевич	52.256331	104.356541	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-2 ФГКУ «5 ОФПС по РС (Я)»	54385	г. Якутск, ул. Вилюйский тракт, 5-й км	8(4112)36-94-49, 36-92-63 (Начальник части, подполковник в/с, Мироненко Владимир Иванович Зам. начальника части, майор в/с, Михайлов Павел Степанович)	62.028191	129.701779	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-5 ФГКУ &quot;11 отряд ФПС по  Кемеровской области&quot;	53159	г. Новокузнецк, ул. Авиаторов, 27	8 (3843)61-67-68 (Начальник ПЧ-5 - подполковник вн.службы Фирсов Сергей Евгеньевич)	53.786502	87.155205	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Учебная пожарная часть ФГБОУ «Учебный центр ФПС по Челябинской области»	53898	г. Челябинск, ул. Троицкая, 1г<br />	8-351-262-55-40 (Начальник  СТРУНОВ, Рафаэль Юрьевич)	55.128984	61.378991	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарно-техническая выставка Центра противопожарной пропаганды и общественных связей ФКУ «ЦУКС ГУ МЧС России по Челябинской области»	53900	г. Челябинск, ул. Пушкина, 68	8-351 239-70-85, 239-70-86 (Начальник ГОЛОБОРОДЬКО Борис Олегович)	55.156688	61.409641	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-7 ОФПС-1 г. Мурманск	53254	г. Мурманск,  ул. Шабалина, 8	52-69-38 (Сучков Константин Юрьевич)	68.892407	33.105964	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «1 ОФПС по Челябинской области&quot;	53902	г. Златоуст, ул. Северная, д.27.	8-351-3 239-71-57, 65-37-02 (Начальник отряда МАЙОРОВ Алексей Валерьевич)	55.141825	59.707280	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-8	53904	г. Златоуст, ул. Северная, 27	8-351-3 65-37-63, 62-04-07 (Начальник ДОРОХ Виктор Павлович)	55.141825	59.707280	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-44	53906	г. Куса, ул. Бубнова, 12	8-351-54 3-41-32, 8-951-474-3444 (Начальник  КУРКОВ Александр Сергеевич)	55.338746	59.432728	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-45	53908	г. Златоуст, ул. Лапшина, 4	8-351-3 67-33-11, 65-16-75 (Начальник ГАВРИЛОВ Сергей Геннадьевич)	55.141825	59.707280	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «2 ОФПС по челябинской области»	53912	г. Магнитогорск, ул. Кирова, 101	8-351-9 239-71-41, 24-74-33 (Начальник отряда МИНИН Александр Геннадьевич)	53.416325	59.057214	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-21	53914	г. Магнитогорск, ул. Жукова, 24	8-351-9 факс 40-77-36, 41-82-03 (Начальник ПОНОМАРЕНКО Вячеслав )	53.350800	58.969799	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-24	53916	г. Магнитогорск, ул. Лермонтова, 18	8-351-9 факс 29-25-28, 8-351-900-5231 (Начальник БАЛДИН Сергей Николаевич)	53.384929	59.066961	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-25	53918	г. Магнитогорск, ул. Советская, 108	8-351-9 факс 21-77-34, 21-77-41 (Начальник ОБОРИН Дмитрий Юрьевич)	53.392205	58.960501	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-67	53924	с. Агаповка, ул. Правобережная, 3/1	8 351-40 факс 2-03-37, 2-13-43 (Начальник МЯСНИКОВ Дмитрий Александрович)	53.308886	59.129888	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ 1 ФКУ «ЦУКС ГУ МЧС России по Республике Адыгея»	53270	Республика Адыгея г. Майкоп, ул. Хакурате 642<br />	8 (8772) 56-80-57 (Строгонов Александр Михайлович)	44.623000	40.061798	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
«ОФПС по Челябинской области»	53928	г. Магнитогорск, ул. Кирова,101	8-351-9 факс 24-70-90, 239-71-43, 24-71-00, 8-351-906-7245 (Начальник ЛЕБЕДЕВ Дмитрий Александрович)	53.416325	59.057214	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-15	53930	г. Магнитогорск (Цех покрытий ОАО &quot;ММК&quot;)	код 8-351-9 24-36-31 МЯСНИКОВ Алексей Александрович	53.398579	58.988412	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-16	53932	по охране ОАО &quot;Автомобильный завод &quot;Урал и Предприятия &quot;Урал&quot;, г. Миасс	код  8-351 3 29-70-39 ГОРШЕНКОВ Александр Анатольевич	55.065257	60.101551	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-20	53934	г. Магнитогорск, ул. Кирова, 101	8-351-9 факс 24-70-90, 24-46-60 (Начальник СУХАНОВ Вадим Викторович)	53.416325	59.057214	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 27 (Кетовский район)	53315	с. Кетово, ул. Пожарная 3<br />	8(35231) 2-11-94 (Трофимова Елена Валерьевна, инспектор по основной деятельности)	55.339918	65.329539	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-3 ФГКУ «5 ОФПС по РС (Я)»	54389	г. Якутск, ул. Маганский тракт, 2-й км	8(4112)20-42-33 (Начальник части, майор в/с, Подваркин Юрий Александрович, Зам. начальника части, майор в/с, Попов Александр Семенович)	62.028191	129.701779	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
34 ПЧ ФГКУ «7 отряд ФПС по Приморскому краю»	54435	г. Уссурийск, ул. Новонекольский проезд, 1а<br />	8(42341)34-62-44 (Начальник части, Жук В.М)	43.816803	131.919001	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «4 ПЧ ФПС по Амурской области»	54457	г. Белогорск, ул. Скорикова, 7<br />	8-914-604-40-20 (Заместитель по кадрам, майор в/с, Чистяков А.А)	50.918300	128.479001	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 45 (Шадринский район)	53400	ул. К. Маркса, 23	8(35253) 6-61-98 (Мяготина Алена Николаевна, инспектор по основной деятельности)	55.433379	65.332854	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-26	53936	по охране ЛПДС &quot; Ленинск&quot; ОАО &quot;Уралсибнефтепровод&quot;, г. Миасс	код 8 351 3 57-88-45 ФАМБУЛОВ Сергей Юрьевич	55.065257	60.101551	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-34	53938	г. Челябинск, ул. 2-я Павелецкая, 24	8-351 725-41-09 (Начальник ТОЛСТИХИН Максим Алексеевич)	55.265779	61.411564	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-51	53946	г. Магнитогорск, ОАО &quot;Магнитогорский Металлургический Комбинат&quot;	код  8-351-9 24-54-92 КОРОЛЬ Сергей Романович	53.398579	58.988412	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «3 ОФПС по челябинской области»	53948	г. Челябинск, ул. Нахимова, 1а	8-351 8-902-604-0600 (Начальник ЖЕЛТЫШЕВ Вячеслав Владимирович)	55.120732	61.481524	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1	53950	г. Челябинск, ул. Пушкина, 68	8 351 239-72-30 (Начальник ГОСТЕВ Максим Анатольевич)	55.156688	61.409641	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-2	53952	г. Челябинск, ул. Троицкая, 1/б	8 351 262-55-20, 8-351-904-8604 (Начальник ОЛОЛЕНКО Сергей Михайлович)	55.125664	61.374472	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-3	53954	г. Челябинск, ул. Тагильская, 24/а	8 351 791-29-55 (Начальник ТРОШИН Андрей Леонидович)	55.177961	61.390337	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-4	53956	г. Челябинск, ул. Хлебозаводская, 1	8- 351 735-03-81 (Начальник ХАЗИПОВ Рауф Равильевич)	55.249253	61.406102	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2 специализированная часть по тушению крупных пожаров ФГКУ «ОФПС по Смоленской области»	53657	г. Смоленск, ул. Шевченко, д. 95	8-920-662-38-38 (подполковник внутренней службы Петров Николай Александрович)	54.788216	32.094577	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-5	53958	г. Челябинск, ул. Горького, 35	8 351 772-79-92, 773-35-11 (Начальник НОРЕНКОВ Николай Иванович)	55.173709	61.439124	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-6	53960	г. Челябинск, Копейское шоссе, 35	код 8-351 254-72-64 8-922-600-2176 ЖЕЛЕЗНОВ Иван Вадимович	55.136010	61.461986	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Специальная часть по тушению крупных пожаров на территории городского округа Иваново ФГКУ «1 отряд ФПС по Ивановской области»	53705	г. Иваново, ул. Базисная, д. 27	8-903-888-44-99 (Начальник части, подполковник внутренней службы Рыжиков Дмитрий Николаевич)	57.011626	40.989587	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-7	53962	г. Челябинск, ул. Куйбышева, 15<br />	8-351 741-73-01 (Начальник СИБИРЕВ Юрий Васильевич)	55.198037	61.359578	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-11	53964	г. Челябинск, пр-т Победы, 400	8 351 731-20-56 (Начальник ЖЕЛТЫШЕВ Евгений Владимирович)	55.181493	61.287524	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-19	53967	г. Челябинск, ул. Новороссийская, 5	8 351 255-55-19 (Начальник БАРЫШНИКОВ Сергей Александрович)	55.097842	61.492861	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-34	53969	г. Челябинск, ул. 2-я Павелецкая, 24	8-351 725-41-09 (Начальник ТОЛСТИХИН Максим Алексеевич)	55.265779	61.411564	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-35	53971	г. Челябинск,  Бродокалмакский тракт, 4	код 8-351 779-02-01 ЛЕВИН Игорь Владимирович	55.220901	61.499096	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 2 по охране Октябрьского района г. Иваново  ФГКУ «1 отряд ФПС по Ивановской области»	53717	г. Иваново, ул. Дзержинского, д. 44	8-910-686-68-38 (Начальник части, майор внутренней службы Сенягин Владимир Андреевич)	57.018462	40.955784	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «5 ОФПС по Челябинской области»	53977	г. Миасс, Предзаводская площадь, 4	код 8-351-3 239-71-61 55-32-41 ПЛЕШКОВ Алексей Геннадьевич	55.065257	60.101551	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Реутовский гарнизон пожарной охраны, ФГКУ «СПЧ по ТКП ФПС по Московской области»	54273	г. Реутов, улица Победы, 33	89653584744 (Скрипай Игорь Александрович, заместитель начальника ФГКУ «СПЧ по ТКП ФПС по Московской области» по АСР)	55.766866	37.847092	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Орехово-Зуевский ГПО, СПЧ-24 ФГКУ 23 ОФПС по МО	54275	г.о. Орехово-Зуево, ул. Барышникова, д.11	8-4964-25-60-30 (Шабалин Антон Станиславович, подполковник внутренней службы, начальник СПЧ-24)	55.803008	39.000870	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Орехово-Зуевский ГПО, ПСЧ-301 О/З ТУ СиС ГКУ МО «Мособлпожспас»	54277	г. Ликино-Дулево, ул. Комсомольская д.10	8-4964-15-13-40 (Рабин Владимир Федорович, начальник ПСЧ-301)	55.717001	38.954301	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Орехово-Зуевский ГПО, ПСО-14 О/З ТУ СиС ГКУ МО «Мособлпожспас»	54279	г.о. Орехово-Зуево, ул. Совхозная, д.61	8-4964-24-43-44 Моб.8-903-139-51-64 (Кузнецов Александр Григорьевич, начальник ПСО-14)	55.767737	38.679938	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Шатурский гарнизон ПО ФКУ «ОФПС по МО ПЧ-13 (договорная)»	54287	г. Шатура, Аллея Ударников, д. № 4	8-916-817-11-70 (Головарь Александр Леонидович, подполковник вн. сл. начальник ФКУ «ОФПС по МО  ПЧ-13 (договорная)»)	55.576584	39.551537	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ-№5 ФГКУ «1 ОФПС по Белгородской области»	53838	г. Белгород, ул. Михайловское шоссе, 40	8-903-886-53-47 (подполковник внутренней службы Тарасов Александр Иванович)	50.581701	36.649898	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «СПЧ ФПС по РС (Я)»	54391	г. Якутск, ул. Дежнёва, 75	8(4112)36-02-60 74-37-63 (Старший мастер ГДЗС, прапорщик в/с, Костырин В.А)	62.015099	129.706998	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «2 ПЧ ФПС по Амурской области»	54459	г. Свободный, ул. Ленина, 87<br />	8-914-381-00-67 (Начальник отряда п/п-к в/с  Ларин О.А)	51.383698	128.132000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «3 ПЧ ФПС по Амурской области»	54463	г. Тында, ул. Советская, 51<br />	8-914-597-07-67 (ВрИО начальника части, майор в/с, Набок А.А)	55.140019	124.739611	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «7 ПЧ ФПС по Амурской области»	54465	г. Завитинск, ул. Куйбышева, д.87<br />	8-914-043-28-92 (Заместитель начальника части, майор в/с, Гольц К.Л)	50.108200	129.437998	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «9 ПЧ ФПС по Амурской области»	54469	г. Шимановск, микрорайон №1, д. 13<br />	8-961-953-44-24 (Заместитель начальника части,  капитан в/с Семенов Е.Ю)	51.998971	127.676105	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 2  ФГКУ «1 ОФПС по Белгородской области»	53842	г. Белгород, ул. Щорса, 39	8-950-710-73-10 (старший лейтенант внутренней службы Мантулин Николай Николаевич)	50.569402	36.571403	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
24 ПЧ  ФГКУ «19 отряд ФПС по Приморскому краю»	54405	г.Артем, ул. Кооперативная, 2	8(42337)4-26-01 (Начальник части, полковник в/с, Земсков А.В)	43.357203	132.184004	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «10 ПЧ ФПС по Амурской области»	54471	г. Зея, ул. Магистральная, д.13<br />	8-909-810-79-70 (Заместитель по кадрам капитан в/с , Трифонов О.А)	53.736398	127.226004	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
9 ПЧ ФГКУ «1 ОФПС по Сахалинской области»	54486	г. Оха, ул. Карла Маркса 41/1<br />	8-924-183-14-15 (Начальник части,  лейтенант в/с, Гуськов Павел Михайлович)	53.595799	142.961002	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
112 ПЧ ФГКУ 24 ОФПС	54581	Свердловская область,<br />г. Сысерть, ул. К.Маркса, 28<br />	8(34374)61811 капитан внутренней службы Гончаров Ю.Н.	56.505902	60.819304	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
75 ПЧ	54583	п. Белоярский, ул. Юбилейная, 40	8(34377)21529 (Инспектор по основной деятельности ОСИП 59 ОФПС по СО Корюкалова М.П)	56.758600	61.418598	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
117 ПЧ	54587	Свердловская область, г. Сухой Лог, ул. Курьинская, 20 б	8(34373)31085 Писцова Е.Н.	56.885397	62.037231	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
166 ПЧ	54589	г. Нижняя Тура, ул. Декабристов, 2 д	8(34342)26086 (Начальник 166 ПЧ майор внутренней службы  Паньков И.А)	58.625202	59.850597	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
23 ПЧ ФГКУ «20 отряд ФПС по Приморскому краю»	54417	г. Спасск-Дальний, ул. Советская, 50<br />	8(42352)2-53-13 (Начальник отряда, подполковник в/с, Нестреляй Юрий Анатольевич)	44.603102	132.820999	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №1 ФГКУ «ОФПС по Камчатскому краю»	54439	г. Петропавловск-Камчатский, ул. Ленинградская, 25<br />	8-924-891-96-75 (Начальник ПЧ, Петров А.Ю)	53.033000	158.643997	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №2 ФГКУ «ОФПС по Камчатскому краю»	54441	г. Петропавловск-Камчатский, пер. Садовый, 10/1<br />	8-914-786-13-66 (ВрИО начальника ПЧ, Омельченко О.И)	52.979801	158.681996	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №3 ФГКУ «ОФПС по Камчатскому краю»	54445	г. Петропавловск-Камчатский, ул. Вулканная, 25<br />	8 914 628 99 99 (Начальник ПЧ Головенко С.И )	53.076598	158.611002	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
266 ПЧ 6 ОФПС	54596	ГО Карпинск, ул. Ленина, 133а<br />	8(343)83 3-35-70 (Заместитель начальника 266 ПЧ 6 ОФПС Брянцева Надежда Александровна)	59.771101	59.986701	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
57 ПЧ 6 ОФПС	54600	Свердловская область, ГО Краснотурьинск,<br />ул. Комарова,1а<br />	8(343)84 6-12-52 ст. лейтенант внутренней службы Соловарова Е.Г. 	59.768101	60.218197	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
256 ПЧ 6 ОФПС	54603	Свердловская область, ГО Краснотурьинск,<br />ул. Новая,1а<br />	8(343)84 5-08-65 Шитц Евгений Эдвинович	59.777198	60.209798	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
56 ПЧ 6 ОФПС	54605	Свердловская область, Серовский ГО<br />ул. Победы,15<br />	8(343)85 6-40-22 капитан внутренней службы Маркус Евгения Владимировна 	56.895098	60.607751	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ГКПТУ ОПС №18 ОП 18/4	54612	Свердловская область, Сухоложский р-н<br />с.Новопышминское<br />ул.Ильича, 13<br />	8(34373) 99-4-32 8(34373) 99-4-32 Лескин И.В.	56.887812	62.242954	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ГКПТУ ОПС №18 ОП 18/4 	54617	Свердловская область, Сухоложский р-н<br />пос. Алтынай<br />ул.Кирова, 35<br />	8(34373) 93-2-42 8(34373) 93-2-42 Полков С.А.	57.066000	61.996601	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ГКПТУ ОПС №18 ОП 18/4	54619	Свердловская область, г. Сухой Лог<br />ул. С.Разина,17<br />	8(34373) 4-29-19 8(34373) 4-29-19 Каргаев В.Н.	56.885397	62.037231	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ГКПТУ ОПС №18 ОП 18/4 	54622	Свердловская область, г. Сухой Лог<br />ул.Милицейская,4<br />	8(34373) 3-10-85 Шангин А.Н.	56.885397	62.037231	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
